Time,T1,T2,T3,T4,T5,T6,T7
1744,51.0,41.7,36.0,32.2,29.6,28.6,28.1
1746,51.0,41.7,36.0,32.2,29.6,28.6,28.1
1748,51.0,41.7,36.0,32.2,29.6,28.6,28.1
1750,51.0,41.7,36.0,32.2,29.6,28.6,28.1
1752,51.0,41.7,36.0,32.2,29.6,28.5,28.1
1754,51.0,41.7,36.0,32.2,29.6,28.5,28.1
1756,51.0,41.7,36.0,32.2,29.6,28.6,28.1
1758,51.0,41.7,36.0,32.2,29.6,28.6,28.1
1760,51.0,41.7,36.0,32.2,29.6,28.6,28.1
1762,51.0,41.7,36.0,32.2,29.6,28.6,28.1
1764,51.0,41.7,36.0,32.2,29.6,28.6,28.1
1766,51.0,41.7,36.0,32.2,29.6,28.6,28.1
1768,51.0,41.7,36.0,32.2,29.6,28.6,28.1
1770,51.0,41.7,36.0,32.2,29.5,28.6,28.1
1772,51.0,41.7,36.0,32.2,29.5,28.5,28.1
1774,51.0,41.7,36.0,32.2,29.5,28.5,28.1
1776,51.0,41.7,36.0,32.2,29.6,28.5,28.1
1778,51.0,41.7,36.0,32.2,29.6,28.5,28.1
1780,51.0,41.8,36.0,32.2,29.6,28.6,28.1
1782,51.0,41.8,36.0,32.2,29.6,28.6,28.1
1784,51.0,41.8,36.0,32.2,29.6,28.6,28.2
1786,51.1,41.8,36.0,32.3,29.6,28.6,28.2
1788,51.1,41.8,36.1,32.3,29.6,28.6,28.1
1790,51.1,41.9,36.1,32.3,29.6,28.6,28.2
1792,51.1,41.9,36.1,32.3,29.6,28.6,28.2
1794,51.1,41.8,36.2,32.3,29.7,28.6,28.2
1796,51.1,41.8,36.2,32.3,29.7,28.6,28.2
1798,51.1,41.8,36.1,32.3,29.7,28.6,28.1
1800,51.1,41.8,36.1,32.3,29.7,28.6,28.1
1802,51.1,41.8,36.1,32.3,29.6,28.6,28.1
1804,51.1,41.8,36.0,32.3,29.7,28.6,28.1
1806,51.2,41.8,36.0,32.3,29.7,28.6,28.2
1808,51.2,41.8,36.0,32.3,29.7,28.7,28.2
1810,51.2,41.8,36.1,32.3,29.8,28.7,28.2
1812,51.2,41.9,36.1,32.3,29.8,28.7,28.2
1814,51.2,41.9,36.1,32.3,29.8,28.7,28.2
1816,51.2,41.9,36.1,32.4,29.8,28.7,28.2
1818,51.2,41.9,36.2,32.4,29.8,28.7,28.2
1820,51.2,41.9,36.2,32.4,29.8,28.7,28.2
1822,51.2,41.9,36.2,32.4,29.8,28.7,28.2
1824,51.2,41.9,36.2,32.4,29.8,28.7,28.2
1826,51.2,41.9,36.2,32.4,29.8,28.7,28.3
1828,51.2,41.9,36.2,32.4,29.8,28.7,28.3
1830,51.2,41.9,36.2,32.4,29.8,28.7,28.3
1832,51.2,41.9,36.2,32.4,29.8,28.7,28.2
1834,51.2,42.0,36.2,32.4,29.7,28.7,28.2
1836,51.2,41.9,36.2,32.4,29.8,28.7,28.2
1838,51.3,41.9,36.2,32.4,29.8,28.7,28.2
1840,51.3,41.9,36.2,32.4,29.7,28.7,28.2
1842,51.3,41.9,36.2,32.4,29.7,28.7,28.2
1844,51.3,41.9,36.2,32.4,29.7,28.7,28.2
1846,51.3,41.9,36.2,32.3,29.7,28.7,28.3
1848,51.3,41.9,36.2,32.3,29.7,28.7,28.2
1850,51.3,41.9,36.2,32.3,29.7,28.7,28.2
1852,51.3,42.0,36.2,32.4,29.7,28.7,28.2
1854,51.3,42.0,36.2,32.4,29.7,28.7,28.2
1856,51.3,42.0,36.2,32.4,29.7,28.7,28.2
1858,51.3,42.0,36.2,32.4,29.7,28.7,28.2
1860,51.3,42.0,36.2,32.4,29.7,28.7,28.2
1862,51.4,42.0,36.1,32.4,29.8,28.7,28.2
1864,51.4,42.1,36.2,32.4,29.8,28.7,28.2
1866,51.4,42.1,36.2,32.4,29.8,28.7,28.3
1868,51.4,42.0,36.2,32.4,29.8,28.7,28.3
1870,51.4,42.0,36.2,32.4,29.8,28.7,28.3
1872,51.4,42.0,36.2,32.4,29.8,28.7,28.3
1874,51.4,42.0,36.2,32.4,29.8,28.7,28.3
1876,51.4,42.0,36.2,32.4,29.8,28.8,28.3
1878,51.4,42.0,36.2,32.4,29.8,28.8,28.3
1880,51.4,42.0,36.2,32.4,29.8,28.7,28.3
1882,51.3,42.0,36.2,32.4,29.8,28.8,28.3
1884,51.3,42.0,36.2,32.4,29.8,28.8,28.3
1886,51.3,42.0,36.2,32.4,29.8,28.8,28.3
1888,51.4,42.0,36.3,32.4,29.8,28.8,28.3
1890,51.4,42.0,36.3,32.4,29.8,28.8,28.3
1892,51.4,42.0,36.3,32.4,29.9,28.8,28.3
1894,51.4,42.0,36.4,32.4,29.8,28.8,28.3
1896,51.4,42.1,36.4,32.4,29.8,28.8,28.3
1898,51.4,42.1,36.4,32.5,29.8,28.8,28.3
1900,51.5,42.1,36.3,32.5,29.8,28.8,28.3
1902,51.5,42.1,36.3,32.5,29.8,28.8,28.3
1904,51.5,42.1,36.2,32.5,29.8,28.8,28.3
1906,51.5,42.1,36.2,32.5,29.9,28.8,28.3
1908,51.5,42.1,36.2,32.5,29.9,28.8,28.3
1910,51.5,42.1,36.3,32.5,29.9,28.8,28.3
1912,51.5,42.1,36.3,32.5,29.9,28.8,28.3
1914,51.5,42.1,36.3,32.5,29.9,28.8,28.3
1916,51.5,42.1,36.3,32.5,29.9,28.8,28.4
1918,51.5,42.0,36.2,32.4,29.8,28.8,28.3
1920,51.5,42.0,36.2,32.4,29.8,28.8,28.3
1922,51.5,42.1,36.2,32.4,29.8,28.8,28.3
1924,51.6,42.1,36.2,32.4,29.8,28.7,28.3
1926,51.6,42.1,36.3,32.4,29.8,28.8,28.3
1928,51.6,42.1,36.3,32.4,29.8,28.7,28.3
1930,51.6,42.1,36.3,32.4,29.8,28.7,28.3
1932,51.6,42.1,36.3,32.4,29.8,28.7,28.3
1934,51.6,42.2,36.3,32.4,29.8,28.7,28.3
1936,51.6,42.2,36.3,32.4,29.8,28.7,28.3
1938,51.6,42.2,36.3,32.4,29.8,28.7,28.3
1940,51.6,42.1,36.3,32.4,29.8,28.7,28.3
1942,51.6,42.1,36.3,32.4,29.8,28.8,28.3
1944,51.6,42.1,36.3,32.4,29.8,28.8,28.3
1946,51.6,42.2,36.3,32.5,29.8,28.8,28.3
1948,51.6,42.2,36.4,32.5,29.8,28.8,28.3
1950,51.6,42.2,36.4,32.5,29.8,28.8,28.3
1952,51.6,42.2,36.4,32.5,29.9,28.8,28.3
1954,51.6,42.2,36.4,32.5,29.8,28.8,28.3
1956,51.6,42.2,36.4,32.5,29.8,28.8,28.3
1958,51.6,42.3,36.4,32.5,29.8,28.8,28.3
1960,51.6,42.3,36.4,32.5,29.8,28.8,28.3
1962,51.6,42.3,36.4,32.5,29.8,28.8,28.3
1964,51.7,42.3,36.4,32.5,29.9,28.8,28.3
1966,51.7,42.3,36.4,32.6,29.9,28.8,28.3
1968,51.7,42.2,36.4,32.6,29.9,28.8,28.4
1970,51.7,42.2,36.4,32.5,29.9,28.8,28.4
1972,51.7,42.2,36.4,32.5,29.9,28.8,28.4
1974,51.7,42.2,36.4,32.5,29.9,28.8,28.4
1976,51.7,42.3,36.4,32.5,29.9,28.8,28.4
1978,51.7,42.3,36.5,32.5,29.9,28.8,28.4
1980,51.7,42.3,36.5,32.5,29.9,28.8,28.4
1982,51.7,42.3,36.5,32.5,29.9,28.8,28.4
1984,51.7,42.3,36.4,32.5,29.9,28.8,28.4
1986,51.7,42.3,36.4,32.5,29.9,28.8,28.4
1988,51.7,42.3,36.4,32.6,29.9,28.8,28.4
1990,51.8,42.3,36.4,32.6,29.9,28.8,28.4
1992,51.7,42.3,36.4,32.6,29.9,28.8,28.4
1994,51.7,42.3,36.4,32.6,29.9,28.8,28.4
1996,51.7,42.3,36.4,32.5,29.9,28.8,28.4
1998,51.7,42.2,36.4,32.5,29.9,28.8,28.4
2000,51.7,42.2,36.4,32.5,29.9,28.8,28.4
2002,51.7,42.2,36.4,32.5,29.9,28.8,28.4
2004,51.7,42.2,36.4,32.5,29.9,28.8,28.4
2006,51.7,42.2,36.4,32.5,29.9,28.8,28.4
2008,51.7,42.2,36.4,32.5,29.9,28.8,28.4
2010,51.7,42.2,36.4,32.5,29.9,28.8,28.4
2012,51.7,42.2,36.4,32.5,29.9,28.8,28.4
2014,51.7,42.2,36.4,32.5,29.9,28.8,28.4
2016,51.7,42.2,36.4,32.5,29.9,28.8,28.4
2018,51.7,42.2,36.4,32.5,29.9,28.8,28.4
2020,51.7,42.2,36.4,32.5,29.9,28.8,28.4
2022,51.7,42.2,36.4,32.5,29.9,28.8,28.4
2024,51.7,42.2,36.4,32.5,29.9,28.8,28.4
2026,51.7,42.2,36.4,32.5,29.9,28.8,28.4
2028,51.7,42.2,36.4,32.5,29.9,28.8,28.4
2030,51.7,42.2,36.4,32.5,29.9,28.8,28.4
2032,51.7,42.2,36.4,32.5,29.9,28.8,28.4
2034,51.7,42.2,36.4,32.5,29.9,28.8,28.4
2036,51.7,42.2,36.4,32.5,29.9,28.8,28.4
